condition,spreader,moderator,seed,shock,total_exposure,peak_infection,time_to_containment,contained,false_positives,takedowns,false_positive_rate,recovery_time,recovered,value
C3,random,impact_weighted,21,False,143,18,44,True,0,49,0.0,,,0.9
C3,random,impact_weighted,22,False,295,35,20,True,0,48,0.0,,,0.9
C3,random,impact_weighted,23,False,192,18,25,True,0,50,0.0,,,0.9
C3,random,impact_weighted,24,False,148,24,20,True,1,54,0.018518518518518517,,,0.9
C3,random,impact_weighted,25,False,260,32,23,True,0,51,0.0,,,0.9
C3,random,impact_weighted,26,False,326,31,20,True,1,56,0.017857142857142856,,,0.9
C3,random,impact_weighted,27,False,121,10,20,True,1,51,0.0196078431372549,,,0.9
C3,random,impact_weighted,28,False,303,30,21,True,0,51,0.0,,,0.9
C3,random,impact_weighted,29,False,192,29,20,True,1,60,0.016666666666666666,,,0.9
C4,centrality,random,0,False,1110,85,30,True,0,49,0.0,,,0.9
C4,centrality,random,1,False,1091,81,48,True,0,48,0.0,,,0.9
C4,centrality,random,2,False,1032,69,34,True,1,54,0.018518518518518517,,,0.9
C4,centrality,random,3,False,859,61,33,True,1,52,0.019230769230769232,,,0.9
C4,centrality,random,4,False,1128,79,31,True,0,50,0.0,,,0.9
C4,centrality,random,5,False,959,84,43,True,0,52,0.0,,,0.9
C4,centrality,random,6,False,1073,91,28,True,0,50,0.0,,,0.9
C4,centrality,random,7,False,990,71,24,True,0,61,0.0,,,0.9
C4,centrality,random,8,False,1116,107,42,True,0,56,0.0,,,0.9
C4,centrality,random,9,False,883,56,27,True,0,57,0.0,,,0.9
C4,centrality,random,10,False,983,65,58,True,0,57,0.0,,,0.9
C4,centrality,random,11,False,1090,74,27,True,0,52,0.0,,,0.9
C4,centrality,random,12,False,967,66,27,True,0,55,0.0,,,0.9
C4,centrality,random,13,False,1298,126,25,True,0,52,0.0,,,0.9
C4,centrality,random,14,False,1184,93,35,True,0,53,0.0,,,0.9
C4,centrality,random,15,False,1037,69,33,True,0,52,0.0,,,0.9
C4,centrality,random,16,False,1348,107,48,True,0,54,0.0,,,0.9
C4,centrality,random,17,False,824,59,24,True,0,51,0.0,,,0.9
C4,centrality,random,18,False,1261,94,52,True,0,48,0.0,,,0.9
C4,centrality,random,19,False,810,63,26,True,0,46,0.0,,,0.9
C4,centrality,random,20,False,1408,84,32,True,0,48,0.0,,,0.9
C4,centrality,random,21,False,1426,106,31,True,0,35,0.0,,,0.9
C4,centrality,random,22,False,990,72,32,True,0,48,0.0,,,0.9
C4,centrality,random,23,False,1120,96,28,True,0,49,0.0,,,0.9
C4,centrality,random,24,False,974,63,42,True,0,49,0.0,,,0.9
C4,centrality,random,25,False,1150,95,32,True,0,50,0.0,,,0.9
C4,centrality,random,26,False,1297,89,31,True,1,51,0.0196078431372549,,,0.9
C4,centrality,random,27,False,888,65,29,True,1,47,0.02127659574468085,,,0.9
C4,centrality,random,28,False,985,100,30,True,2,54,0.037037037037037035,,,0.9
C4,centrality,random,29,False,1017,69,28,True,1,55,0.01818181818181818,,,0.9
C5,centrality,fifo,0,False,1200,90,58,True,0,58,0.0,,,0.9
C5,centrality,fifo,1,False,1010,88,28,True,0,53,0.0,,,0.9
C5,centrality,fifo,2,False,1025,82,31,True,0,58,0.0,,,0.9
C5,centrality,fifo,3,False,1110,59,31,True,0,58,0.0,,,0.9
C5,centrality,fifo,4,False,1112,84,29,True,0,57,0.0,,,0.9
C5,centrality,fifo,5,False,1170,76,32,True,0,58,0.0,,,0.9
C5,centrality,fifo,6,False,1535,105,49,True,0,59,0.0,,,0.9
C5,centrality,fifo,7,False,1439,104,29,True,0,63,0.0,,,0.9
C5,centrality,fifo,8,False,1153,85,57,True,0,56,0.0,,,0.9
C5,centrality,fifo,9,False,921,74,32,True,0,62,0.0,,,0.9
C5,centrality,fifo,10,False,1373,111,60,False,0,64,0.0,,,0.9
C5,centrality,fifo,11,False,1434,121,39,True,0,56,0.0,,,0.9
C5,centrality,fifo,12,False,1358,79,29,True,0,59,0.0,,,0.9
C5,centrality,fifo,13,False,1271,99,30,True,0,58,0.0,,,0.9
C5,centrality,fifo,14,False,1485,109,27,True,0,63,0.0,,,0.9
C5,centrality,fifo,15,False,1442,103,48,True,0,58,0.0,,,0.9
C5,centrality,fifo,16,False,1507,99,35,True,0,61,0.0,,,0.9
C5,centrality,fifo,17,False,937,74,31,True,0,61,0.0,,,0.9
C5,centrality,fifo,18,False,1234,93,56,True,0,60,0.0,,,0.9
C5,centrality,fifo,19,False,1009,67,34,True,0,50,0.0,,,0.9
C5,centrality,fifo,20,False,1613,108,30,True,0,56,0.0,,,0.9
C5,centrality,fifo,21,False,1300,82,55,True,0,55,0.0,,,0.9
C5,centrality,fifo,22,False,1101,82,27,True,0,49,0.0,,,0.9
C5,centrality,fifo,23,False,1073,83,28,True,0,53,0.0,,,0.9
C5,centrality,fifo,24,False,1119,76,46,True,1,55,0.01818181818181818,,,0.9
C5,centrality,fifo,25,False,1233,111,26,True,0,53,0.0,,,0.9
C5,centrality,fifo,26,False,1498,93,30,True,1,60,0.016666666666666666,,,0.9
C5,centrality,fifo,27,False,963,75,32,True,0,52,0.0,,,0.9
C5,centrality,fifo,28,False,1182,74,36,True,0,59,0.0,,,0.9
C5,centrality,fifo,29,False,1727,135,28,True,0,59,0.0,,,0.9
C6,centrality,impact_weighted,0,False,324,25,21,True,1,56,0.017857142857142856,,,0.9
C6,centrality,impact_weighted,1,False,318,29,48,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,2,False,506,62,30,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,3,False,387,29,22,True,0,58,0.0,,,0.9
C6,centrality,impact_weighted,4,False,387,39,21,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,5,False,269,21,20,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,6,False,303,25,21,True,0,53,0.0,,,0.9
C6,centrality,impact_weighted,7,False,483,44,23,True,0,63,0.0,,,0.9
C6,centrality,impact_weighted,8,False,568,80,41,True,1,55,0.01818181818181818,,,0.9
C6,centrality,impact_weighted,9,False,325,29,20,True,1,60,0.016666666666666666,,,0.9
C6,centrality,impact_weighted,10,False,313,27,58,True,0,58,0.0,,,0.9
C6,centrality,impact_weighted,11,False,276,31,20,True,0,59,0.0,,,0.9
C6,centrality,impact_weighted,12,False,373,27,21,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,13,False,348,32,41,True,0,58,0.0,,,0.9
C6,centrality,impact_weighted,14,False,478,42,22,True,2,63,0.031746031746031744,,,0.9
C6,centrality,impact_weighted,15,False,545,38,21,True,0,61,0.0,,,0.9
C6,centrality,impact_weighted,16,False,461,43,47,True,1,60,0.016666666666666666,,,0.9
C6,centrality,impact_weighted,17,False,315,27,20,True,0,57,0.0,,,0.9
C6,centrality,impact_weighted,18,False,341,27,52,True,0,61,0.0,,,0.9
C6,centrality,impact_weighted,19,False,470,51,20,True,1,52,0.019230769230769232,,,0.9
C6,centrality,impact_weighted,20,False,403,34,21,True,0,55,0.0,,,0.9
C6,centrality,impact_weighted,21,False,340,27,21,True,0,58,0.0,,,0.9
C6,centrality,impact_weighted,22,False,415,45,20,True,1,52,0.019230769230769232,,,0.9
C6,centrality,impact_weighted,23,False,299,25,21,True,0,55,0.0,,,0.9
C6,centrality,impact_weighted,24,False,293,22,21,True,1,53,0.018867924528301886,,,0.9
C6,centrality,impact_weighted,25,False,276,28,20,True,2,53,0.03773584905660377,,,0.9
C6,centrality,impact_weighted,26,False,518,44,22,True,1,63,0.015873015873015872,,,0.9
C6,centrality,impact_weighted,27,False,326,30,20,True,0,56,0.0,,,0.9
C6,centrality,impact_weighted,28,False,370,26,23,True,2,60,0.03333333333333333,,,0.9
C6,centrality,impact_weighted,29,False,392,46,22,True,0,64,0.0,,,0.9
